Sentence,Technique,Span,article_id,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Tlaib, of course, had nothing to say about the genocidal incitement against Jews and Israel that regularly features on Palestinian television.","Whataboutism,Straw_Men,Red_Herring","Tlaib, of course, had nothing to say about the genocidal incitement against Jews and Israel that regularly features on Palestinian television",999000184,,,,,,,,,,,,,,,
To approach this as a dogmatic teaching is imprudent.,Loaded_Language,imprudent,777488669,,,,,,,,,,,,,,,
"To be sure, the Left's attacks on the David Horowitz Freedom Center continue unabated: just recently a hit piece in the Washington Post smeared a stand-up noble gentleman like Florida Gubernatorial Candidate Republican Ron DeSantis, libeling David Horowitz in the process.","Name_Calling,Labeling",a stand-up noble gentleman,787002327,,,,,,,,,,,,,,,
"To be sure, the Left's attacks on the David Horowitz Freedom Center continue unabated: just recently a hit piece in the Washington Post smeared a stand-up noble gentleman like Florida Gubernatorial Candidate Republican Ron DeSantis, libeling David Horowitz in the process.",Loaded_Language,smeared,787002327,,,,,,,,,,,,,,,
"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Black-and-White_Fallacy,"only then when there is a blessing upon a cause or a project, will something good come out of it",730559808,,,,,,,,,,,,,,,
"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Causal_Oversimplification,"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it",730559808,,,,,,,,,,,,,,,
"To borrow Churchill’s definition of appeasement, stop feeding the alligator in the hopes that you will be eaten last.",Loaded_Language,stop feeding the alligator in the hopes that you will be eaten last,789615291,,,,,,,,,,,,,,,
To call them nativists and parade their moral superiority.,"Name_Calling,Labeling",nativists,761674108,,,,,,,,,,,,,,,
To call them nativists and parade their moral superiority.,"Exaggeration,Minimisation",superiority,761674108,,,,,,,,,,,,,,,
To call them nativists and parade their moral superiority.,Loaded_Language,parade,761674108,,,,,,,,,,,,,,,
"To contradict two popes – whom the Church has already “beatified” the one and “canonized” the other – so shortly after their deaths, and in such a radical and open manner, probably has never happened before in the Church's history.","Exaggeration,Minimisation","To contradict two popes – whom the Church has already “beatified” the one and “canonized” the other – so shortly after their deaths, and in such a radical and open manner, probably has never happened before in the Church's history",730559808,,,,,,,,,,,,,,,
"To dispel suspicions insinuated in several recent articles, I will immediately say that the Apostolic Nuncios in the United States, Gabriel Montalvo and Pietro Sambi, both prematurely deceased, did not fail to inform the Holy See immediately, as soon as they learned of Archbishop McCarrick’s gravely immoral behavior with seminarians and priests.",Loaded_Language,gravely immoral behavior,782086447,,,,,,,,,,,,,,,
To do otherwise would be foolish.”,Appeal_to_fear-prejudice,To do otherwise would be foolish.”,699478811,,,,,,,,,,,,,,,
"To ensure the success of the military operation, in addition to sheer troop numbers, the US forces have drones, helicopters with night-vision capabilities, and fixed-wing aircraft at their disposal.",Loaded_Language,sheer,999000849,,,,,,,,,,,,,,,
"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah.",Causal_Oversimplification,"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah",764664283,,,,,,,,,,,,,,,
"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah.",Black-and-White_Fallacy,"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah",764664283,,,,,,,,,,,,,,,
"To illustrate how shallow Catholic thinking on the death penalty has become and how far it has deviated from the age-old doctrine of the Church, a priest of a presumably traditional Catholic Fraternity writes in answer to a query addressed to him on the subject by saying:",Loaded_Language,shallow,777488669,,,,,,,,,,,,,,,
"To illustrate how shallow Catholic thinking on the death penalty has become and how far it has deviated from the age-old doctrine of the Church, a priest of a presumably traditional Catholic Fraternity writes in answer to a query addressed to him on the subject by saying:",Doubt,how shallow Catholic thinking on the death penalty has become and how far it has deviated from the age-old doctrine of the Church,777488669,,,,,,,,,,,,,,,
"To make matters worse (if that is even possible), evidence has surfaced that indicates that a bishop, as well as some priests and laity, had brought the allegations about misconduct with seminarians to the attention of Church authorities but to no avail: Archbishop McCarrick was nonetheless “promoted” to become the archbishop in our nation’s capital, and elevated to the College of Cardinals.",Flag-Waving,our nation,778664280,,,,,,,,,,,,,,,
"To make matters worse (if that is even possible), evidence has surfaced that indicates that a bishop, as well as some priests and laity, had brought the allegations about misconduct with seminarians to the attention of Church authorities but to no avail: Archbishop McCarrick was nonetheless “promoted” to become the archbishop in our nation’s capital, and elevated to the College of Cardinals.",Loaded_Language,if that is even possible,778664280,,,,,,,,,,,,,,,
"To make matters worse (if that is even possible), evidence has surfaced that indicates that a bishop, as well as some priests and laity, had brought the allegations about misconduct with seminarians to the attention of Church authorities but to no avail: Archbishop McCarrick was nonetheless “promoted” to become the archbishop in our nation’s capital, and elevated to the College of Cardinals.","Exaggeration,Minimisation",To make matters worse (if that is even possible,778664280,,,,,,,,,,,,,,,
"To no one’s surprise, Trump’s legal tormentor, Stormy Daniels attorney Michael Avenatti, whom Tucker Carlson has dubbed “creepy porn lawyer,” is representing Swetnick.","Name_Calling,Labeling",creepy porn lawyer,790266787,,,,,,,,,,,,,,,
"To no one’s surprise, Trump’s legal tormentor, Stormy Daniels attorney Michael Avenatti, whom Tucker Carlson has dubbed “creepy porn lawyer,” is representing Swetnick.","Name_Calling,Labeling",Trump’s legal tormentor,790266787,,,,,,,,,,,,,,,
"To quote Cajetan again: “Indeed the Church has the right to separate herself from an heretical pope according to divine law.
Consequently, it has the right, by the same divine law, to use all means of themselves necessary for such separation; and those that juridically correspond to the crime, are of themselves necessary”—meaning the resort to an imperfect council.",Appeal_to_Authority,"To quote Cajetan again: “Indeed the Church has the right to separate herself from an heretical pope according to divine law.
Consequently, it has the right, by the same divine law, to use all means of themselves necessary for such separation; and those that juridically correspond to the crime, are of themselves necessary”—meaning the resort to an imperfect council",788056108,,,,,,,,,,,,,,,
