Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"And don't forget Begic, an innocent man having fun with his fiancee who lost his life because he crossed paths with these furious black boys .",anecdote,,,,,,,,,,,,,,,
"This is the deeper social breakdown born of segregation of poor black people, lack of opportunity and too many people living with acceptance of anger at the poor for making the larger society so uncomfortable , so fearful .",assumption,,,,,,,,,,,,,,,
The protests over the Brown and Garner cases deserve to be celebrated in the American tradition of social movements against injustice .,assumption,,,,,,,,,,,,,,,
"But where are the protests over the drive-by shootings of black thugs by other black thugs? Where are the protests against the bad schools that close the door of economic opportunity on poor children , disproportionately poor children of color?  As Robert Joseph Mitchell faces a life sentence for murder , his story is one more tragic version of ""I can't breathe.""",assumption,,,,,,,,,,,,,,,
"In the coming weeks, Americans will embark on the painful process of filing their tax returns .",assumption,,,,,,,,,,,,,,,
"While this annual ritual leaves most people confused, depressed and overwhelmed , many will be faced with the additional step this year of paying hundreds or thousands of dollars if they chose not to purchase health insurance under ObamaCare for 2014 .",assumption,,,,,,,,,,,,,,,
"Under the individual mandate required by the president's new health care law, Americans for the first time must pay the higher of two penalties if they are uninsured and did not enroll in ObamaCare last year -- either $95 per adult and $47.50 per child under 18, or 1 percent of their yearly household income above the $10,000 tax filing threshold .",anecdote,,,,,,,,,,,,,,,
"That means an individual earning $50,000 will face a penalty of $400 this year , and fines could reach up to $2,448 per person or up to $12,240 for a family of five .",anecdote,,,,,,,,,,,,,,,
"Unfortunately, these penalty rates will only continue to climb .",assumption,,,,,,,,,,,,,,,
"Next year, penalties will more than double for those who do not enroll in ObamaCare in 2015 , costing the same individual earning $50,000 per year a whopping $800, and families up to tens of thousands of dollars .",anecdote,,,,,,,,,,,,,,,
No American should be forced into the president's one-size-fits-all health care mandate .,assumption,,,,,,,,,,,,,,,
"Health care should be based on the fundamental principle of freedom , and Americans should be able to have the ability to make their own health care decisions without fear that the government will extract onerous penalties from them .",assumption,,,,,,,,,,,,,,,
"That is why we reintroduced The ObamaCare Opt-Out Act of 2014 in the Senate last week, important legislation that will allow Americans to opt-out of the individual mandate for health insurance coverage required by ObamaCare .",assumption,,,,,,,,,,,,,,,
"This bill would allow individuals to either notify their state or the federal health care exchange, or use their tax filing to opt-out of ObamaCare and avoid the penalty .",assumption,,,,,,,,,,,,,,,
"According to the tax-services provider H&R; Block, this would impact about 4 million uninsured Americans in 2015 .",testimony,,,,,,,,,,,,,,,
"After four years of ObamaCare, hardworking Americans continue to see their health care costs rise while their coverage choices diminish .",assumption,,,,,,,,,,,,,,,
It is far past time for American families to once again have the freedom to make their own decisions about what is best for their families .,assumption,,,,,,,,,,,,,,,
"As the 114th Congress gets underway , we will continue to make this bill a priority and work to restore Americans' freedom to buy affordable health insurance that works for them because they know what's best for their families, not the Obama administration .",assumption,,,,,,,,,,,,,,,
"As the 114th Congress gets underway , we will continue to make this bill a priority and work to restore Americans' freedom to buy affordable health insurance that works for them because they know what's best for their families, not the Obama administration .",assumption,,,,,,,,,,,,,,,
"As a former professional interviewer with the FBI, I know what works and doesn't .",assumption,,,,,,,,,,,,,,,
"Torture is not an effective way to get information , and the American people need to know that .",assumption,,,,,,,,,,,,,,,
That's why the Senate Intelligence Committee report on CIA interrogation and detention after 9/11 is important .,assumption,,,,,,,,,,,,,,,
"The executive summary of the report, written after reviewing hundreds of thousands of the CIA's internal documents , shows that torture was more brutal and much less fruitful than the CIA claimed .",testimony,,,,,,,,,,,,,,,
"In fact ,  the committee concluded that all the claims about the value of intelligence gained from ""enhanced"" interrogation--including the claim that it helped the U.S  find Usama bin Laden -- are overstated or just plain false .",testimony,,,,,,,,,,,,,,,
Proponents of torture are contesting these well-documented findings .,assumption,,,,,,,,,,,,,,,
So let's look at the facts .,assumption,,,,,,,,,,,,,,,
"On 9/11, the CIA had few, if any, experienced counterterrorism interrogators .",assumption,,,,,,,,,,,,,,,
Their traditional purview had been intelligence collection during the Cold War .,assumption,,,,,,,,,,,,,,,
Inexperienced in this area and overwhelmed they resorted to techniques that merely sounded good but in fact worked against them .,assumption,,,,,,,,,,,,,,,
"When concocting the legal opinions to authorize torture , the lawyers inside our government didn't consult trained interviewers or interrogation experts--the people who actually knew how to get information .",anecdote,,,,,,,,,,,,,,,
"They consulted psychologists who helped train U.S  military pilots to resist torture methods should they be captured (torture methods , it should be noted , designed to elicit false confessions) .",anecdote,,,,,,,,,,,,,,,
"If they had consulted trained interviewers , they would have found out what I and my colleagues had known for decades : Torture isn't just unnecessary ; it's an unreliable way to get information .",assumption,,,,,,,,,,,,,,,
"Instead , as the Senate report shows , the CIA brought in untrained interrogators and contractors and asked them to get answers out of Al Qaeda detainees using methods designed to inflict pain , both physical and mental , and even simulate death .",anecdote,,,,,,,,,,,,,,,
"The CIA also employed horrific methods, like forced rectal feedings , that were never approved .",anecdote,,,,,,,,,,,,,,,
I recall when I learned that cruel techniques were being used .,anecdote,,,,,,,,,,,,,,,
"I spoke with several long-term CIA officers and CIA polygraph experts with whom I had worked over many years , and we were all appalled , not just by its immorality , but because we knew it would be counterproductive .",anecdote,,,,,,,,,,,,,,,
"Apologists say that these methods were used to put the detainees into a state of ""learned helplessness,"" in which the detainee would depend totally on his captor and give up all information .",assumption,,,,,,,,,,,,,,,
Those of us who have actually conducted interviews know that this isn't the way things work .,assumption,,,,,,,,,,,,,,,
"To get good, accurate information , you want the subject to be as cognizant as possible .",assumption,,,,,,,,,,,,,,,
You want him to be able to remember all the details and to be able to tell you them .,assumption,,,,,,,,,,,,,,,
"A person will say anything to try to stop the pain , and torture impairs the suspect's ability to remember the details that may be essential to your investigation .",assumption,,,,,,,,,,,,,,,
Professionals don't need to use torture and never have .,assumption,,,,,,,,,,,,,,,
"On top of that, torture is illegal, both here in the U.S  and internationally .",anecdote,,,,,,,,,,,,,,,
The United States has even prosecuted people for the methods that the CIA used after 9/11 .,anecdote,,,,,,,,,,,,,,,
"We are a nation of laws , and the conduct detailed in the Senate report is against the law .",assumption,,,,,,,,,,,,,,,
"For these reasons, in October, I joined 22 other security, interrogation and interviewing experts to issue a statement of principles in opposition to using torture .",anecdote,,,,,,,,,,,,,,,
"Not only is torture less reliable, illegal and immoral , we write , but it also makes our nation less safe .",testimony,,,,,,,,,,,,,,,
"When we are not using effective and legal interviewing tactics , we miss information that may be vital to our nation's safety .",common-ground,,,,,,,,,,,,,,,
"In using torture , we also encourage other nations and actors (including terrorist groups) to emulate our illegal actions , effectively lowering the bar for the rest of the world , and allow them to use U.S  torture as a recruiting tool .",assumption,,,,,,,,,,,,,,,
